"age","workclass","fnlwgt","education","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
23,"Private",161708,"Some-college",10,"Never-married","Other-service","Unmarried","White","Female",0,0,20,"United-States","<=50K"
33,"Private",283602,"5th-6th",3,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,59,"Mexico","<=50K"
32,"Federal-gov",127651,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
34,"Private",199864,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,2057,40,"United-States","<=50K"
40,"Private",175398,"Assoc-voc",11,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
34,"Private",345705,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1977,50,"United-States",">50K"
53,"Self-emp-inc",152810,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",5178,0,45,"United-States",">50K"
32,"Private",255424,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
55,"Federal-gov",35723,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K"
40,"Local-gov",188436,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",7298,0,40,"United-States",">50K"
64,"Private",236341,"5th-6th",3,"Widowed","Other-service","Not-in-family","Black","Female",0,0,16,"United-States","<=50K"
23,"Private",520231,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
31,"State-gov",86143,"HS-grad",9,"Never-married","Protective-serv","Other-relative","Asian-Pac-Islander","Male",0,0,40,"United-States","<=50K"
38,"State-gov",104280,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K"
28,"Private",150025,"9th",5,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,50,"?",">50K"
22,"Private",85389,"HS-grad",9,"Never-married","Tech-support","Own-child","White","Male",0,0,40,"United-States","<=50K"
43,"Private",221172,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,24,"United-States",">50K"
27,"Private",209292,"HS-grad",9,"Never-married","Sales","Other-relative","Black","Female",0,0,32,"Dominican-Republic","<=50K"
29,"Private",107458,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
28,"?",424884,"10th",6,"Separated","?","Not-in-family","White","Male",0,0,30,"United-States","<=50K"
50,"Private",274528,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
27,"Private",134890,"Bachelors",13,"Never-married","Tech-support","Own-child","White","Male",0,0,50,"United-States","<=50K"
32,"Private",252752,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",13550,0,60,"United-States",">50K"
53,"Self-emp-inc",128272,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States",">50K"
32,"Private",242150,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,38,"United-States","<=50K"
34,"Private",183473,"HS-grad",9,"Divorced","Transport-moving","Own-child","White","Female",0,0,40,"United-States","<=50K"
26,"Private",366900,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
29,"Private",342989,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
53,"Private",225768,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States",">50K"
29,"Private",178469,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
23,"Private",140414,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
61,"Private",139391,"Some-college",10,"Never-married","Tech-support","Own-child","White","Male",0,0,16,"United-States","<=50K"
18,"Private",208103,"11th",7,"Never-married","Other-service","Other-relative","White","Male",0,0,25,"United-States","<=50K"
32,"?",143699,"Some-college",10,"Never-married","?","Unmarried","White","Female",0,0,40,"United-States","<=50K"
65,"Self-emp-not-inc",223580,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",6514,0,40,"United-States",">50K"
26,"Private",231638,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
27,"Private",192283,"Assoc-voc",11,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,38,"United-States","<=50K"
28,"Private",398220,"5th-6th",3,"Never-married","Craft-repair","Other-relative","White","Male",0,0,40,"Mexico","<=50K"
52,"Private",164530,"11th",7,"Divorced","Machine-op-inspct","Not-in-family","Black","Female",0,0,20,"United-States","<=50K"
26,"Local-gov",103148,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
59,"Private",53481,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States","<=50K"
31,"Private",91964,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
42,"Private",248356,"HS-grad",9,"Never-married","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K"
51,"Private",249339,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
36,"Private",91037,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
32,"Private",396745,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2415,48,"United-States",">50K"
28,"Private",215955,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3103,0,40,"United-States",">50K"
57,"Local-gov",213975,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,30,"United-States","<=50K"
44,"Private",59474,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
18,"Private",353358,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,16,"United-States","<=50K"
42,"Private",36271,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
59,"Local-gov",53304,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
43,"Local-gov",33331,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K"
21,"Private",306114,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,35,"United-States","<=50K"
29,"Private",138537,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"Laos","<=50K"
28,"Private",328518,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
47,"Federal-gov",160647,"HS-grad",9,"Separated","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
24,"State-gov",231473,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,30,"United-States","<=50K"
66,"Private",350498,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,28,"United-States","<=50K"
36,"Self-emp-not-inc",347491,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,35,"United-States","<=50K"
34,"Self-emp-not-inc",152109,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States","<=50K"
38,"Local-gov",169104,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","Asian-Pac-Islander","Male",0,0,40,"Philippines",">50K"
50,"Private",421561,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private",267085,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
28,"Private",216178,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K"
29,"Private",108594,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K"
46,"Private",104632,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","Asian-Pac-Islander","Male",0,0,40,"Cambodia",">50K"
25,"Private",236564,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
36,"Private",350783,"HS-grad",9,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
40,"Private",252392,"5th-6th",3,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"Mexico","<=50K"
27,"Private",279872,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
27,"Private",216481,"Some-college",10,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
44,"Private",177905,"Some-college",10,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,58,"United-States",">50K"
50,"Local-gov",226497,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,52,"United-States",">50K"
65,"Private",36209,"10th",6,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,22,"United-States",">50K"
51,"Private",219599,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States","<=50K"
32,"Private",231043,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",5178,0,48,"United-States",">50K"
42,"Private",196029,"Bachelors",13,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,48,"United-States",">50K"
34,"Local-gov",429897,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"Mexico",">50K"
42,"Self-emp-not-inc",351161,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
54,"Private",175262,"Preschool",1,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"China","<=50K"
44,"Private",173382,"Assoc-acdm",12,"Divorced","Tech-support","Unmarried","White","Female",0,0,40,"United-States","<=50K"
38,"Private",187983,"Prof-school",15,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States","<=50K"
44,"Self-emp-inc",69333,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",">50K"
33,"Private",288398,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
49,"Self-emp-inc",197038,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
47,"Private",166634,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"Germany","<=50K"
25,"Private",240676,"Some-college",10,"Divorced","Tech-support","Own-child","White","Female",0,0,40,"United-States","<=50K"
47,"Private",137354,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States","<=50K"
34,"Private",375680,"Assoc-acdm",12,"Never-married","Craft-repair","Own-child","Black","Female",0,0,40,"United-States","<=50K"
52,"Private",198824,"Assoc-voc",11,"Separated","Other-service","Unmarried","White","Female",0,0,35,"United-States","<=50K"
51,"Self-emp-inc",129525,"HS-grad",9,"Never-married","Sales","Other-relative","White","Male",0,0,40,"?","<=50K"
40,"State-gov",506329,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"Taiwan",">50K"
29,"Private",107998,"HS-grad",9,"Divorced","Machine-op-inspct","Own-child","White","Female",0,0,40,"United-States","<=50K"
50,"Local-gov",196307,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",7688,0,40,"United-States",">50K"
46,"Private",148738,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,1740,35,"United-States","<=50K"
23,"Private",27776,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,24,"United-States","<=50K"
30,"Private",72630,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
30,"Private",284395,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
22,"Private",186573,"HS-grad",9,"Never-married","Transport-moving","Not-in-family","White","Female",0,0,46,"United-States","<=50K"
19,"Private",86860,"Some-college",10,"Never-married","Exec-managerial","Own-child","White","Male",0,0,15,"United-States","<=50K"
31,"Private",189461,"Assoc-acdm",12,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,41,"United-States","<=50K"
70,"?",148065,"Some-college",10,"Married-civ-spouse","?","Husband","White","Male",0,0,4,"United-States",">50K"
21,"Private",228255,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,30,"United-States","<=50K"
35,"Private",191502,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K"
31,"Private",148607,"Some-college",10,"Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
18,"Private",194561,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,37,"United-States","<=50K"
43,"State-gov",33331,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,70,"United-States",">50K"
46,"Private",110171,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",7688,0,40,"United-States",">50K"
22,"?",148955,"Some-college",10,"Never-married","?","Own-child","Asian-Pac-Islander","Female",0,0,15,"South","<=50K"
51,"Self-emp-not-inc",120781,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","Other","Male",99999,0,70,"India",">50K"
51,"Private",237729,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
62,"Private",94318,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
69,"Self-emp-inc",69209,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3818,0,30,"United-States","<=50K"
34,"Private",122612,"Bachelors",13,"Married-civ-spouse","Other-service","Wife","Asian-Pac-Islander","Female",7688,0,50,"Philippines",">50K"
28,"Local-gov",84657,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
47,"Private",159389,"Assoc-acdm",12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
56,"Private",311249,"HS-grad",9,"Widowed","Adm-clerical","Unmarried","Black","Female",0,0,38,"United-States","<=50K"
59,"Private",515712,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
19,"Private",29526,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,18,"United-States","<=50K"
31,"Private",167725,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",15024,0,48,"Philippines",">50K"
38,"Private",177305,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K"
43,"Private",282069,"Some-college",10,"Divorced","Craft-repair","Unmarried","White","Male",0,0,42,"United-States","<=50K"
61,"Private",101500,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K"
32,"Private",213887,"Some-college",10,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,45,"United-States","<=50K"
47,"Federal-gov",402975,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States","<=50K"
55,"Private",176897,"Some-college",10,"Divorced","Tech-support","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
40,"Private",193882,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K"
24,"Self-emp-not-inc",204209,"Some-college",10,"Never-married","Farming-fishing","Own-child","White","Male",0,0,60,"United-States","<=50K"
37,"Private",34173,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
22,"Private",349368,"HS-grad",9,"Never-married","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States","<=50K"
30,"Private",110594,"HS-grad",9,"Divorced","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
32,"Local-gov",127651,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K"
43,"Self-emp-inc",225165,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States",">50K"
34,"Private",188246,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
38,"Private",314310,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States","<=50K"
50,"Local-gov",191025,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Female",4650,0,70,"United-States","<=50K"
65,"?",123484,"HS-grad",9,"Widowed","?","Other-relative","White","Female",0,0,25,"United-States","<=50K"
52,"Self-emp-not-inc",138611,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",7688,0,55,"United-States",">50K"
45,"Private",129387,"Assoc-acdm",12,"Divorced","Tech-support","Unmarried","White","Female",0,0,40,"?","<=50K"
21,"Private",197747,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,24,"United-States","<=50K"
25,"Local-gov",112835,"Masters",14,"Never-married","Protective-serv","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
67,"?",81761,"HS-grad",9,"Divorced","?","Own-child","White","Male",0,0,20,"United-States","<=50K"
60,"Private",325971,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",7688,0,40,"United-States",">50K"
30,"State-gov",137613,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,17,"Taiwan","<=50K"
21,"Private",126314,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,10,"United-States","<=50K"
39,"Private",435638,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
28,"State-gov",52636,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
50,"Private",400630,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,36,"United-States",">50K"
35,"Private",178322,"Assoc-voc",11,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"Germany",">50K"
47,"State-gov",167281,"Bachelors",13,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K"
54,"Private",124194,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
50,"Private",209320,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
34,"State-gov",204461,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K"
17,"?",89870,"10th",6,"Never-married","?","Own-child","White","Male",0,0,40,"United-States","<=50K"
35,"Private",238342,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
31,"Private",175509,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States","<=50K"
59,"Self-emp-not-inc",32537,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States",">50K"
47,"Private",103757,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K"
21,"Private",120326,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
34,"Self-emp-not-inc",156809,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,1504,60,"United-States","<=50K"
44,"Private",173682,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K"
23,"Private",228243,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,44,"United-States","<=50K"
61,"Private",173924,"9th",5,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"Puerto-Rico",">50K"
43,"Private",178417,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K"
37,"Private",82521,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,40,"United-States",">50K"
21,"Private",221955,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","White","Male",0,0,40,"Mexico","<=50K"
28,"Self-emp-not-inc",282972,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,4,"United-States","<=50K"
39,"Federal-gov",472166,"Some-college",10,"Divorced","Exec-managerial","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
37,"Private",208391,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",">50K"
30,"Local-gov",226443,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,45,"United-States",">50K"
45,"Self-emp-inc",106517,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
37,"Private",234807,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",7430,0,45,"United-States",">50K"
18,"Private",130652,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,25,"United-States","<=50K"
50,"Self-emp-not-inc",89737,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"United-States","<=50K"
60,"Private",159049,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,70,"Germany",">50K"
19,"Private",242941,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,1602,10,"United-States","<=50K"
69,"Private",277588,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,10,"United-States","<=50K"
26,"Self-emp-not-inc",318644,"Prof-school",15,"Never-married","Prof-specialty","Own-child","White","Male",0,0,20,"United-States","<=50K"
40,"Self-emp-inc",102226,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K"
40,"State-gov",31627,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,20,"United-States","<=50K"
41,"Private",173682,"Masters",14,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K"
51,"Private",189511,"Assoc-voc",11,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"Germany",">50K"
28,"State-gov",158834,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K"
37,"Self-emp-not-inc",36214,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,65,"United-States",">50K"
72,"Private",107814,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",2329,0,60,"United-States","<=50K"
60,"Local-gov",48788,"Bachelors",13,"Separated","Prof-specialty","Unmarried","White","Female",5455,0,55,"United-States","<=50K"
38,"Private",31053,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K"
46,"Private",268022,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K"
29,"Private",253814,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","<=50K"
55,"Self-emp-inc",183869,"Prof-school",15,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"?",">50K"
47,"Private",138107,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,2258,40,"United-States",">50K"
76,"Local-gov",169133,"Some-college",10,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
49,"Local-gov",199378,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K"
45,"Private",259463,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
34,"Self-emp-inc",114733,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,36,"United-States","<=50K"
45,"Private",234652,"5th-6th",3,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico","<=50K"
46,"Private",308334,"1st-4th",2,"Widowed","Other-service","Unmarried","Other","Female",0,0,30,"Mexico","<=50K"
38,"Private",182526,"Bachelors",13,"Married-spouse-absent","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
29,"Private",91547,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
42,"Federal-gov",126320,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States","<=50K"
58,"Private",158002,"Some-college",10,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,40,"United-States","<=50K"
31,"Private",339482,"1st-4th",2,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Mexico","<=50K"
61,"Federal-gov",181081,"HS-grad",9,"Divorced","Adm-clerical","Own-child","Black","Female",0,0,20,"United-States","<=50K"
36,"Private",119957,"Bachelors",13,"Separated","Other-service","Unmarried","Black","Female",0,0,35,"United-States","<=50K"
34,"Private",141118,"Masters",14,"Divorced","Prof-specialty","Own-child","White","Female",0,0,60,"United-States",">50K"
47,"Self-emp-not-inc",149116,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
20,"Local-gov",247794,"Assoc-voc",11,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States","<=50K"
55,"Private",217802,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,25,"United-States","<=50K"
29,"Private",244395,"11th",7,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
66,"Self-emp-inc",150726,"9th",5,"Married-civ-spouse","Exec-managerial","Husband","White","Male",1409,0,1,"?","<=50K"
34,"Private",19847,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
37,"Private",151764,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K"
43,"Private",191149,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
27,"Private",168138,"HS-grad",9,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K"
34,"Private",150324,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K"
40,"Private",121874,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",7688,0,50,"United-States",">50K"
31,"Private",174201,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,65,"United-States","<=50K"
27,"Private",118230,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"United-States","<=50K"
19,"?",37085,"Some-college",10,"Never-married","?","Own-child","White","Female",0,0,30,"United-States","<=50K"
26,"Private",375980,"HS-grad",9,"Separated","Sales","Unmarried","Black","Female",0,0,37,"United-States","<=50K"
35,"State-gov",126569,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,40,"United-States",">50K"
55,"Self-emp-not-inc",422249,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K"
25,"Private",120238,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",2885,0,43,"United-States","<=50K"
31,"Private",77143,"12th",8,"Separated","Transport-moving","Unmarried","Black","Male",0,0,40,"United-States","<=50K"
